name,rating,review_count,place_link
Place du Calvaire,4.7,23,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f9b270f9a5b:0xb6a1b16802f45794
Monument de la Libération,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67752e8b6ddc3:0x59948663731e9ee7
Paris Musées,3.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e13809bad59:0x1d3ee5827d88a02d
Monument à la mémoire des agents du métropolitain morts pour la France,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f003fe4aa59:0x7726b0f8b6f12cc3
Musée de Montmartre,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e5b42ecc559:0x113761431fdaa76e
Gagosian,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f52aeb8d1c1:0x546ad91284386a95
Bétonsalon - centre d'art et de recherche,4.3,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6723be2c8f659:0xec0105e7fb67ece5
Rue des Degrés,3.1,23,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f92260138c1:0x1651bba35b4c4f74
FlyView Paris,4.1,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e30be632e5b:0x9f0090e78347b26a
Musée national des arts asiatiques - Guimet,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe5cd3929c3:0xb5ec0412a7bc9c89
Atlantes,4.6,11,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67211c67135c3:0x234523216e1f2d96
Monument aux morts de Houilles,5.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66390e47b5bc7:0x2e52b175aa7957ad
Cité de la Musique,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66db6400e9c5f:0x5f5355e5ec5f6d74
Statue poete roumain Mihai Eminescu,4.9,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e702acd45f:0x764c43013cf5b182
Thermes de Cluny,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671dde361d9c5:0x5b090d3dfbfbb5f5
Hôtel d'Albret,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e0224036dc5:0x17d6f792adefde07
Benny Velvet Flames Institute,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e026916005f:0xd130266e0530b30
Monument de Buzenval,4.0,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e67b1069b58ec5:0xef41861c174da4f
Remains of the Bastille,3.6,93,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671feb1f63c5f:0x80cc4ac4569d51f6
Musée de l'Ordre de la Libération,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fd7ece079cb:0xfe413ccebd3a938d
Monument to Maréchal Moncey,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e4c5a3aa463:0x1465fbacf7a27224
Latin quarter,5.0,4,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e6710016e6cecb:0xf5fb71e08ad0111
Musée du quai Branly - Jacques Chirac,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe0da76cf63:0xb7949d5df6b04424
Luís de Camões Monument,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f006d3ec763:0x6db415e698b6f5b7
Musée d'art et d'histoire du Judaïsme,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e1ca9c8d0c9:0x857130c4f8961ea8
Musée Marmottan Monet,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e665529447f461:0x4ec7611155da854c
L'arche by Mathieu Grosche,5.0,4,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66f0022671bc9:0x9cfb99416561e54b
Palais Galliera,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe6404f1561:0xe0db1b2cc72435f0
Monument to Alexandre Dumas,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fbbcf36eecf:0x41d1346445f01a6f
Place du Trocadero,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fe3405d7ecf:0xc03ac392486d25b5
Tour Jean-sans-Peur,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66e19af66ce67:0xe2ee4ec6cb63193a
Polish Library in Paris,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671fcaeb442cd:0xff530c837c603ccd
Status Jean-Paul II,4.2,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671e161930967:0x7e866a5792ad810e
Danysz Gallery,4.7,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66dfe06267965:0x47c54a9fe72d78eb
Musée de poche,4.4,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66de309d485cd:0x9e29de7f3ecdec92
Cenotaph of Baudelaire,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e671c9cb929865:0x59a3755a22bccab0
Musée Cernuschi,4.5,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66fb9d4f199cd:0x28c693ca0c63a9e0
Atelier des Lumières,4.6,,https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x47e66df0dcd89465:0xe6f9d92ace6637ea
